split,row_id,change_type,original_value,new_value
train,ID_TR_Eng_Uga_0267C983,REMOVED_DUPLICATE,What is the HIV window period?,
train,ID_TR_Eng_Uga_DA4BDF2D,REMOVED_DUPLICATE,How do you get TB?,
train,ID_TR_Eng_Uga_0B660BCD,REMOVED_DUPLICATE,Can one share utensils and clothes with someone who is HIV positive?,
train,ID_TR_Eng_Uga_62A876D7,REMOVED_DUPLICATE,Will I die if I am HIV positive and I don't want to take medication?,
train,ID_TR_Eng_Uga_E9B758EE,REMOVED_DUPLICATE,Can one be misled by his/her counselor?,
train,ID_TR_Eng_Uga_6CB9B655,REMOVED_DUPLICATE,Is it a must for you go for HIV testing?,
train,ID_TR_Eng_Uga_2EB35F6A,REMOVED_DUPLICATE,Are there ways to tell if someone is having sexual intercourse?,
train,ID_TR_Eng_Uga_BE59D035,REMOVED_DUPLICATE,How does the reproductive system differ between males and females?,
train,ID_TR_Eng_Uga_0F5C365A,REMOVED_DUPLICATE,Can a person with HIV breastfeed without transmitting the virus?,
train,ID_TR_Eng_Uga_8F2DE908,REMOVED_DUPLICATE,"In order to survive, must one always take ARVs if infected?",
train,ID_TR_Eng_Uga_2A31EDFD,REMOVED_DUPLICATE,"Incase you find yourself in a trap of engaging in sex, how can you overcome that situation?",
train,ID_TR_Eng_Uga_0B7CE5C6,REMOVED_DUPLICATE,Is there any hope of HIV vaccines and drugs?,
train,ID_TR_Eng_Uga_ACB83FCE,REMOVED_DUPLICATE,When is the most suitable time to administer HIV RX?,
train,ID_TR_Eng_Uga_26CB2E99,REMOVED_DUPLICATE,Is there a risk of acquiring HIV through sexual aids?,
train,ID_TR_Eng_Uga_EE235EB0,REMOVED_DUPLICATE,Is HIV/AIDS fatal only when you get an opportunistic disease like malaria and TB?,
train,ID_TR_Eng_Uga_E403999B,REMOVED_DUPLICATE,Is there any infection in the body that could result from masturbation?,
train,ID_TR_Eng_Uga_18EF9A28,REMOVED_DUPLICATE,How is HIV/AIDS regulated and contained?,
train,ID_TR_Eng_Uga_CA6425FC,REMOVED_DUPLICATE,"When someone has super gonorrhea, what symptoms will he/she exhibit?",
train,ID_TR_Eng_Uga_12AEBB0E,REMOVED_DUPLICATE,What is the meaning of safe sex?,
train,ID_TR_Eng_Uga_57A911B3,REMOVED_DUPLICATE,Does AIDS automatically result from having HIV?,
train,ID_TR_Eng_Uga_784FCB14,REMOVED_DUPLICATE,What is the difference between viral load and CD4 count?,
train,ID_TR_Eng_Uga_C632554B,REMOVED_DUPLICATE,Are there HIV carriers and can they infect someone if they have sex together?,
train,ID_TR_Eng_Uga_6C44821E,REMOVED_DUPLICATE,"I haven't been tested for HIV in 4 years, should I be worried about possible chances of having contracted the virus?",
train,ID_TR_Eng_Uga_C8AAE0C8,REMOVED_DUPLICATE,Could it be true that a HIV vaccine has been discovered but the WHO is a bit skeptical about it's production because the,
train,ID_TR_Eng_Uga_B25A4809,REMOVED_DUPLICATE,How will testing for HIV help me?,
train,ID_TR_Eng_Uga_51001AB9,REMOVED_DUPLICATE,What is the probability of siblings having HIV if the father is positive and the mother is negative?,
train,ID_TR_Eng_Uga_74BC405C,REMOVED_DUPLICATE,What is the probability of transmitting HIV orally (kissing)?,
train,ID_TR_Eng_Uga_B044DB1B,REMOVED_DUPLICATE,Do condoms stand out as the most effective method for preventing the transmission of HIV/AIDS?,
train,ID_TR_Eng_Uga_1A8A76F3,REMOVED_DUPLICATE,In what ways does the social marketing of condoms contribute to HIV reduction?,
train,ID_TR_Eng_Uga_D206E99A,REMOVED_DUPLICATE,Can you elaborate on the primary goal behind the introduction of HIV/AIDS to the global community?,
train,ID_TR_Eng_Uga_4EB18C88,REMOVED_DUPLICATE,What is the meaning of a reactive test result?,
train,ID_TR_Eng_Uga_93EE36EE,REMOVED_DUPLICATE,Could using HIV drugs result in any effects on my health?,
train,ID_TR_Eng_Uga_6732CECA,REMOVED_DUPLICATE,Are there claims about herbs being effective in treating HIV?,
train,ID_TR_Eng_Uga_645AE8EE,REMOVED_DUPLICATE,"If am pregnant and HIV positive, how do I give birth without infecting my child?",
train,ID_TR_Eng_Uga_A097EFE3,REMOVED_DUPLICATE,What is the meaning of a HIV strain?,
train,ID_TR_Eng_Uga_484F7F7C,REMOVED_DUPLICATE,How can couples deal with the perception that the use of condoms affects sexual pleasure?,
train,ID_TR_Eng_Uga_D83940C9,REMOVED_DUPLICATE,What factors contributed to my mother transmitting HIV to me during childbirth?,
train,ID_TR_Eng_Uga_69EB337C,REMOVED_DUPLICATE,Can someone be infected with HIV but not progress to AIDS?,
train,ID_TR_Eng_Uga_999921EC,REMOVED_DUPLICATE,Do some people act as carriers for HIV/AIDS?,
train,ID_TR_Eng_Uga_2C471336,REMOVED_DUPLICATE,How do I find the HIV self test?,
train,ID_TR_Eng_Uga_32A807CC,REMOVED_DUPLICATE,How does one use contraceptives like condoms?,
train,ID_TR_Eng_Uga_B7A745E2,REMOVED_DUPLICATE,"If my partner has been on ARVs for the last two years, can I still get infected with HIV?",
train,ID_TR_Eng_Uga_9145AA38,REMOVED_DUPLICATE,Does HIV have long-term implications that persist until the end of one's life?,
train,ID_TR_Eng_Uga_0CB68029,REMOVED_DUPLICATE,"If I'm pregnant or trying to conceive, how can I check for HIV?",
train,ID_TR_Eng_Uga_88914B26,REMOVED_DUPLICATE,How do you know that you are infected by HIV and you are going to die?,
train,ID_TR_Eng_Uga_4D0E391D,REMOVED_DUPLICATE,What measures can be taken by those with HIV to establish a supportive and nurturing family in the future?,
train,ID_TR_Eng_Uga_A41EF111,REMOVED_DUPLICATE,"On a sex span, how often is someone likely to get infected with HIV?",
train,ID_TR_Eng_Uga_D0EF0CD4,REMOVED_DUPLICATE,Is it possible to conceive during my first sexual encounter?,
train,ID_TR_Eng_Uga_1C5D9FE9,REMOVED_DUPLICATE,How does PEP differ from PrEP?,
train,ID_TR_Eng_Uga_E53DFC49,REMOVED_DUPLICATE,How can someone achieve happiness despite living with HIV?,
train,ID_TR_Eng_Uga_7E9E7B8A,REMOVED_DUPLICATE,What does the term PrEP stand for?,
train,ID_TR_Eng_Uga_8390BD94,REMOVED_DUPLICATE,What should I do if I find out that my lover is HIV positive?,
train,ID_TR_Eng_Uga_1B0C9092,REMOVED_DUPLICATE,Is it good to have an abortion if I get pregnant?,
train,ID_TR_Eng_Uga_7EC391EF,REMOVED_DUPLICATE,Where can I obtain financial aid to assist with the costs of HIV treatment and nutritional support?,
train,ID_TR_Eng_Uga_11C7C76C,REMOVED_DUPLICATE,Are there any possible effects on someone's health from using HIV drugs?,
train,ID_TR_Eng_Uga_5A2615F8,REMOVED_DUPLICATE,Does being HIV negative mean my partner is also HIV negative?,
train,ID_TR_Eng_Uga_DF8B4008,REMOVED_DUPLICATE,"When one is in a trap of engaging in sex, how can they overcome it?",
train,ID_TR_Eng_Uga_C67736BC,REMOVED_DUPLICATE,What does it mean when the test result is reactive?,
train,ID_TR_Eng_Uga_73DEAA56,REMOVED_DUPLICATE,What's the recommended waiting period before undergoing a second test?,
train,ID_TR_Eng_Uga_556FE90E,REMOVED_DUPLICATE,Is it possible for someone to get mood swings from HIV/AIDS?,
train,ID_TR_Eng_Uga_A9F7C6D1,REMOVED_DUPLICATE,Could you pinpoint the primary reason behind the origin of HIV/AIDS?,
train,ID_TR_Eng_Uga_5B7117BD,REMOVED_DUPLICATE,"Is it true if you engage in premarital sex, you will get HIV/AIDS?",
train,ID_TR_Eng_Uga_319FA2F7,REMOVED_DUPLICATE,What is mother-to-child transmission of HIV?,
train,ID_TR_Eng_Uga_43EB4FF0,REMOVED_DUPLICATE,Does the viral load rate matter during spreading of HIV virus?,
train,ID_TR_Eng_Uga_FE731856,REMOVED_DUPLICATE,Can you outline the side effects of post-exposure prophylaxis (PrEP) following contact with an HIV-positive individual?,
train,ID_TR_Eng_Uga_AE50F96E,REMOVED_DUPLICATE,Can a strongly negative person be infected with HIV by a strongly positive person?,
train,ID_TR_Eng_Uga_EB91D7BC,REMOVED_DUPLICATE,Can you outline the necessary medical care for a child with HIV?,
train,ID_TR_Eng_Uga_0DB4897A,REMOVED_DUPLICATE,Can HIV be contracted on multiple occassions?,
train,ID_TR_Eng_Uga_D858F464,REMOVED_DUPLICATE,Which interventions can I implement to ensure I get a negative baby if I am HIV positive?,
train,ID_TR_Eng_Uga_ACA65492,REMOVED_DUPLICATE,Through which ways can HIV and STDs be controlled?,
train,ID_TR_Eng_Uga_279F5DF0,REMOVED_DUPLICATE,Is it advisable to use condoms during sex?,
train,ID_TR_Eng_Uga_817C6779,REMOVED_DUPLICATE,Can the use of supplements assist in protecting against HIV?,
train,ID_TR_Eng_Uga_BDDDBD36,REMOVED_DUPLICATE,Is it a certainty that I will die if I test positive for HIV?,
train,ID_TR_Eng_Uga_0255B13B,REMOVED_DUPLICATE,Is it obligatory to get tested for HIV?,
train,ID_TR_Eng_Uga_8029D633,REMOVED_DUPLICATE,How long does it take until HIV can be identified in your blood after you have been infected with HIV?,
train,ID_TR_Eng_Uga_DC6BF2C8,REMOVED_DUPLICATE,"How does patient confidentiality work when getting tested for COVID-19, especially for individuals with pre-existing con",
train,ID_TR_Eng_Uga_FB385671,REMOVED_DUPLICATE,Is it possible to have a normal childbirth if I am HIV positive?,
train,ID_TR_Eng_Uga_1D4E2772,REMOVED_DUPLICATE,What was the main cause of HIV/AIDS?,
train,ID_TR_Eng_Uga_B2DFB075,REMOVED_DUPLICATE,Where can I get the HIV test?,
train,ID_TR_Eng_Uga_8E74B39C,REMOVED_DUPLICATE,Does HIV really exist?,
train,ID_TR_Eng_Uga_BADFC7A8,REMOVED_DUPLICATE,"If you have sex with many girls or boys, can you get HIV?",
train,ID_TR_Eng_Uga_11310C8B,REMOVED_DUPLICATE,Is having an itchy pimple on the penis a symptom of HIV?,
train,ID_TR_Eng_Uga_0D2DBA72,REMOVED_DUPLICATE,What should I consider before telling someone I have HIV?,
train,ID_TR_Eng_Uga_43577225,REMOVED_DUPLICATE,How can someone maintain a happy life post-HIV diagnosis?,
train,ID_TR_Eng_Uga_3354B4BE,REMOVED_DUPLICATE,What role is being played by the WHO in creating awareness on HIV?,
train,ID_TR_Eng_Uga_588955C0,REMOVED_DUPLICATE,Is there a possibility of getting HIV if I drink from a cup that has been used by someone with HIV?,
train,ID_TR_Eng_Uga_631A9C3C,REMOVED_DUPLICATE,How will testing for HIV help my sexual partners?,
train,ID_TR_Eng_Uga_5E2227D4,REMOVED_DUPLICATE,How do you determine if a partner has HIV/AIDS when there are no visible symptoms?,
train,ID_TR_Eng_Uga_B8469295,REMOVED_DUPLICATE,"If HIV is detected early, can it be treated?",
train,ID_TR_Eng_Uga_400D083A,REMOVED_DUPLICATE,Can contracting HIV be prevented through taking drugs?,
train,ID_TR_Eng_Uga_B68FF0DC,REMOVED_DUPLICATE,Can someone who is on ARVs spread the virus during sex?,
train,ID_TR_Eng_Uga_F358206D,REMOVED_DUPLICATE,Can a counsellor mislead me?,
train,ID_TR_Eng_Uga_8D8F2868,REMOVED_DUPLICATE,How do I get around telling someone I have HIV?,
train,ID_TR_Eng_Uga_1F6C6A86,REMOVED_DUPLICATE,How can a student be helped in case he/she is diagnosed with any of the STIs and might have an issue sharing with friend,
train,ID_TR_Eng_Uga_C3A215FF,REMOVED_DUPLICATE,Is it safe for someone with HIV to breastfeed?,
train,ID_TR_Eng_Uga_1D3EBE5B,REMOVED_DUPLICATE,What is the meaning of viral load?,
train,ID_TR_Eng_Uga_DCDEADC8,REMOVED_DUPLICATE,Is the use of condoms 100% effective in preventing HIV?,
train,ID_TR_Eng_Uga_E8F94C88,REMOVED_DUPLICATE,Can one develop mood swings from HIV/AIDS?,
train,ID_TR_Eng_Uga_EC35FB0C,REMOVED_DUPLICATE,Which is the best condom to use?,
train,ID_TR_Eng_Uga_43355860,REMOVED_DUPLICATE,Does using cold water for bathing have any curative effects on infections from unprotected sex?,
train,ID_TR_Eng_Uga_EEB687C3,REMOVED_DUPLICATE,Does the fatality of HIV/AIDS depend on having opportunistic infections like TB or Malaria?,
train,ID_TR_Eng_Uga_2F2B5E31,REMOVED_DUPLICATE,Does feeling weak or a mild headache after sex mean one has HIV/AIDS?,
train,ID_TR_Eng_Uga_AF378CF9,REMOVED_DUPLICATE,What are the benefits of getting tested for HIV?,
train,ID_TR_Eng_Uga_0420521E,REMOVED_DUPLICATE,Should I consider HIV testing before trying to conceive?,
train,ID_TR_Eng_Uga_99BF88ED,REMOVED_DUPLICATE,How can I survive HIV/AIDS?,
train,ID_TR_Eng_Uga_78EA904D,REMOVED_DUPLICATE,Can Panadol prevent HIV infection?,
train,ID_TR_Eng_Uga_3E78AF27,REMOVED_DUPLICATE,Are there methods to know if my partner has HIV without seeking medical help?,
train,ID_TR_Eng_Uga_3B1BA723,REMOVED_DUPLICATE,Is the usage of PrEPs advised before or after having sex?,
train,ID_TR_Eng_Uga_C94B3A6F,REMOVED_DUPLICATE,Who will know my test results?,
train,ID_TR_Eng_Uga_E8C5A3B0,REMOVED_DUPLICATE,What are the ways in which someone can contract tuberculosis (TB)?,
train,ID_TR_Eng_Uga_32B6F533,REMOVED_DUPLICATE,Does the claim that carriers of HIV can survive for an extended time while primarily transmitting the virus have any bas,
train,ID_TR_Eng_Uga_01FE1D86,REMOVED_DUPLICATE,How does one know that he/she is in the early stages of HIV?,
train,ID_TR_Eng_Uga_B8F7EF48,REMOVED_DUPLICATE,What does it mean to have HIV and TB co-infection?,
train,ID_TR_Eng_Uga_2DACA88B,REMOVED_DUPLICATE,Can HIV affect my diet and nutrition?,
train,ID_TR_Eng_Uga_85594D77,REMOVED_DUPLICATE,"If I had sex with someone of unknown status and used PEP, what's the likelihood of contracting HIV/STI?",
train,ID_TR_Eng_Uga_30BDF7BE,REMOVED_DUPLICATE,Is it advisable for someone to abort her pregnancy?,
train,ID_TR_Eng_Uga_7C08A960,REMOVED_DUPLICATE,"Are HIV patients given flour for porridge and if so, what is its purpose?",
train,ID_TR_Eng_Uga_9C78BADE,REMOVED_DUPLICATE,Which reaction will sharing my HIV status elicit?,
train,ID_TR_Eng_Uga_957A66E5,REMOVED_DUPLICATE,Can someone be a carrier of HIV/AIDS?,
train,ID_TR_Eng_Uga_A82D4879,REMOVED_DUPLICATE,Is it true that a cure for HIV has been found?,
train,ID_TR_Eng_Uga_D73794D5,REMOVED_DUPLICATE,What does the window period in HIV staging mean?,
train,ID_TR_Eng_Uga_7C2CE385,REMOVED_DUPLICATE,Are males less likely to contract HIV than females?,
train,ID_TR_Eng_Uga_DD2FB568,REMOVED_DUPLICATE,Can HIV impact one's lifespan?,
train,ID_TR_Eng_Uga_7D3A8826,REMOVED_DUPLICATE,Will taking ARVs lead to me being cured from HIV?,
train,ID_TR_Eng_Uga_C59498C5,REMOVED_DUPLICATE,Is there a specific condom one should use to prevent HIV infection?,
train,ID_TR_Eng_Uga_42BD31C4,REMOVED_DUPLICATE,Can you explain the concept of HIV and TB co-infection?,
train,ID_TR_Eng_Uga_9ADEBCC2,REMOVED_DUPLICATE,Is there a vaccine for TB?,
train,ID_TR_Eng_Uga_051978BF,REMOVED_DUPLICATE,Should people infected with HIV always take ARVs in order to survive?,
train,ID_TR_Eng_Uga_32CCF39D,REMOVED_DUPLICATE,Do HIV tests pose any risks to the mother or the baby during pregnancy?,
train,ID_TR_Eng_Uga_4878917A,REMOVED_DUPLICATE,How can I overcome a situation in which I have been trapped to engage in sex?,
train,ID_TR_Eng_Uga_81278B86,REMOVED_DUPLICATE,Can the immune system be weakened by opportunistic diseases during the first stage of HIV infection?,
train,ID_TR_Eng_Uga_B417DEE1,REMOVED_DUPLICATE,Does interacting with a person with HIV lead to HIV?,
train,ID_TR_Eng_Uga_4A8E9DD2,REMOVED_DUPLICATE,Is it possible for someone to transmit HIV when it is suppressed?,
train,ID_TR_Eng_Uga_474F9205,REMOVED_DUPLICATE,"How can I manage body hair, such as shaving or trimming, during puberty?",
train,ID_TR_Eng_Uga_BA41348A,REMOVED_DUPLICATE,"If your partner is on ARV, can he/she spread the virus when engaging in sex?",
train,ID_TR_Eng_Uga_5F6BBC54,REMOVED_DUPLICATE,Is the existence of HIV/AIDS a misconception or myth?,
train,ID_TR_Eng_Uga_297EEF2F,REMOVED_DUPLICATE,What are the chances of getting HIV/STI if I had sexual contact with a person of unknown status and utilized PEP?,
train,ID_TR_Eng_Uga_1F19297E,REMOVED_DUPLICATE,Is it necessary to test my child for HIV when I took treatment during pregnancy?,
train,ID_TR_Eng_Uga_F8CF814A,REMOVED_DUPLICATE,What can one use to prevent HIV infection?,
train,ID_TR_Eng_Uga_BFBE0892,REMOVED_DUPLICATE,Do HIV/AIDS cause mood swings?,
train,ID_TR_Eng_Uga_B85A74CD,REMOVED_DUPLICATE,Is there a kind of medication for HIV?,
train,ID_TR_Eng_Uga_3303343C,REMOVED_DUPLICATE,Can HIV be spread by someone who was born with it?,
train,ID_TR_Eng_Uga_ED8982C2,REMOVED_DUPLICATE,Can opportunistic diseases weaken immunity of a person when someone is at the first stage of HIV infection?,
train,ID_TR_Eng_Uga_935E2C27,REMOVED_DUPLICATE,What are the safety considerations of undergoing HIV testing during pregnancy?,
train,ID_TR_Eng_Uga_46F90964,REMOVED_DUPLICATE,Through which ways can I request my partner to go for an HIV test?,
train,ID_TR_Eng_Uga_D6B1BA8C,REMOVED_DUPLICATE,How many HIV tests do I need to confirm my status?,
train,ID_TR_Eng_Uga_DAF9AE1B,REMOVED_DUPLICATE,"In the scenario of having sex with an HIV-positive person and timely VCT, can PEP eliminate the virus or minimize its ef",
train,ID_TR_Eng_Uga_EBEB9D98,REMOVED_DUPLICATE,Should I test for HIV before getting pregnant?,
train,ID_TR_Eng_Uga_B20C3A3F,REMOVED_DUPLICATE,Can someone add weight as a result of taking ARVs?,
train,ID_TR_Eng_Uga_927A72DF,REMOVED_DUPLICATE,What steps can be taken to protect against HIV without parental involvement?,
train,ID_TR_Eng_Uga_27379316,REMOVED_DUPLICATE,Does HIV kill?,
train,ID_TR_Eng_Uga_D5853F0B,REMOVED_DUPLICATE,Is there any validity to the claim that rabbit urine can cure HIV/AIDS?,
train,ID_TR_Eng_Uga_71813890,REMOVED_DUPLICATE,Could you explain what mother-to-child transmission of HIV means?,
train,ID_TR_Eng_Uga_BA9CEE3D,REMOVED_DUPLICATE,How is TB transmitted from person to person?,
train,ID_TR_Eng_Uga_B2403468,REMOVED_DUPLICATE,What is the likelihood of someone getting infected with HIV during a sexual encounter?,
train,ID_TR_Eng_Uga_F73C6A1F,REMOVED_DUPLICATE,Is there any scientific basis supporting the idea that rabbit urine can treat HIV/AIDS?,
train,ID_TR_Eng_Uga_02AC1C61,REMOVED_DUPLICATE,Is it possible for me to give birth to a positive child if I am HIV positive?,
train,ID_TR_Eng_Uga_F1780077,REMOVED_DUPLICATE,What reaction should I expect from someone after sharing my HIV status?,
train,ID_TR_Eng_Uga_70898400,REMOVED_DUPLICATE,Is it possible for someone to contract HIV when having sexual intercourse with a circumcised man?,
train,ID_TR_Eng_Uga_5D15C129,REMOVED_DUPLICATE,Which approaches can help control HIV and STDs?,
train,ID_TR_Eng_Uga_35EDFF38,REMOVED_DUPLICATE,Is it true that the person who brought HIV to light died prior to developing drugs for it?,
train,ID_TR_Eng_Uga_AE98B722,REMOVED_DUPLICATE,Are there particular medications or therapies my child needs for HIV treatment?,
train,ID_TR_Eng_Uga_44D9EA2D,REMOVED_DUPLICATE,Can one die from HIV?,
train,ID_TR_Eng_Uga_35F1E04B,REMOVED_DUPLICATE,What is the role of hormones in regulating the reproductive system?,
train,ID_TR_Eng_Uga_99D75477,REMOVED_DUPLICATE,In what ways can contracting HIV infection be prevented?,
train,ID_TR_Eng_Uga_0A45E44D,REMOVED_DUPLICATE,"For people who are just living normal lives, should they get tested?",
train,ID_TR_Eng_Uga_C35F4E12,REMOVED_DUPLICATE,Can contraceptives be safely used multiple times within a month?,
train,ID_TR_Eng_Uga_EC1F5D97,REMOVED_DUPLICATE,For how long should I use PEP?,
train,ID_TR_Eng_Uga_CAF91924,REMOVED_DUPLICATE,Can sex be considered a healthy activity?,
train,ID_TR_Eng_Uga_01440FA3,REMOVED_DUPLICATE,What side effects can be associated with taking PEP or PrEP?,
train,ID_TR_Eng_Uga_1887FA69,REMOVED_DUPLICATE,Is it normal for a HIV positive person to have a problem with another person who is HIV positive?,
train,ID_TR_Eng_Uga_DCCA9A71,REMOVED_DUPLICATE,What is the life expectancy for someone on ARV treatment?,
train,ID_TR_Eng_Uga_7C73A166,REMOVED_DUPLICATE,What is the recommended number of tests for a conclusive determination of my status?,
train,ID_TR_Eng_Uga_DECCEAEA,REMOVED_DUPLICATE,Does masturbation cause any infection in the body?,
train,ID_TR_Eng_Uga_ACBA60E2,REMOVED_DUPLICATE,Are ARVs available everywhere?,
train,ID_TR_Eng_Uga_091E11DF,REMOVED_DUPLICATE,Does antiretroviral therapy have the capability to cure HIV?,
train,ID_TR_Eng_Uga_095F6D43,REMOVED_DUPLICATE,Are there reasons for testing for HIV before planning a pregnancy?,
train,ID_TR_Eng_Uga_9BFE970A,REMOVED_DUPLICATE,In what ways can I support a friend of mine who is HIV positive?,
train,ID_TR_Eng_Uga_1429EF31,REMOVED_DUPLICATE,Can a circumcised man transmit HIV through sexual intercourse?,
train,ID_TR_Eng_Uga_CB317618,REMOVED_DUPLICATE,How can I maintain a healthy diet while living with HIV?,
train,ID_TR_Eng_Uga_8A9CFC8D,REMOVED_DUPLICATE,How long does it take for the virus to spread?,
train,ID_TR_Eng_Uga_DA2FC99B,REMOVED_DUPLICATE,Can HIV transmission be prevented with condom use while being intimate with someone living with HIV?,
train,ID_TR_Eng_Uga_27E9184F,REMOVED_DUPLICATE,What are the impacts of HIV/AIDS on an individual's life?,
train,ID_TR_Eng_Uga_5A042FB0,REMOVED_DUPLICATE,"In situations where symptoms are not visible, how can one establish if a partner has HIV/AIDS?",
train,ID_TR_Eng_Uga_8CD1692D,REMOVED_DUPLICATE,How can my partner lean toward negativity while I maintain a positive outlook?,
train,ID_TR_Eng_Uga_A2145243,REMOVED_DUPLICATE,Are all slim people HIV positive?,
train,ID_TR_Eng_Uga_94853923,REMOVED_DUPLICATE,How can positive people cope with HIV in case they get suicidal thoughts?,
train,ID_TR_Eng_Uga_2A9D0C6A,REMOVED_DUPLICATE,Can someone know his/her HIV status without taking the test?,
train,ID_TR_Eng_Uga_BFA4CFDD,REMOVED_DUPLICATE,How long will you live if you start taking ARV?,
train,ID_TR_Eng_Uga_7042EB9E,REMOVED_DUPLICATE,Is it beneficial to my sexual partners if I get tested for HIV?,
train,ID_TR_Eng_Uga_CFC91B52,REMOVED_DUPLICATE,Is there any validity to the idea that HIV/AIDS might be a myth?,
train,ID_TR_Eng_Uga_C2086227,REMOVED_DUPLICATE,Can someone continue dating a partner whose status is positive and he/she is negative?,
train,ID_TR_Eng_Uga_C2E60C05,REMOVED_DUPLICATE,Can someone infected with HIV donate blood?,
train,ID_TR_Eng_Uga_E152DC3A,REMOVED_DUPLICATE,Does HIV have carriers and are they able to infect other people?,
train,ID_TR_Eng_Uga_79AC446D,REMOVED_DUPLICATE,Is it possible to enjoy sex when HIV positive?,
train,ID_TR_Eng_Uga_5D39B505,REMOVED_DUPLICATE,Is it safe to engage in sex without protection while on PEP?,
train,ID_TR_Eng_Uga_34D88C51,REMOVED_DUPLICATE,What interventions are associated with the treatment of co-occuring conditions on HIV?,
train,ID_TR_Eng_Uga_326ACDEA,REMOVED_DUPLICATE,In what ways can I keep myself from contracting STIs?,
train,ID_TR_Eng_Uga_545B19BA,REMOVED_DUPLICATE,Can you provide information on how HIV can be transmitted from a mother to her child?,
train,ID_TR_Eng_Uga_F62F197D,REMOVED_DUPLICATE,Why has it been hard for scientists to come up with an HIV vaccine yet they have worked on other vaccines successfully b,
train,ID_TR_Eng_Uga_1DCCCF24,REMOVED_DUPLICATE,Is it a fact that having sex makes one look younger?,
train,ID_TR_Eng_Uga_DC739CBC,REMOVED_DUPLICATE,Can it be considered normal when HIV positive people have a problem with other HIV positive people?,
train,ID_TR_Eng_Uga_A28AF08D,REMOVED_DUPLICATE,Are STIs treatable?,
train,ID_TR_Eng_Uga_7EEBF539,REMOVED_DUPLICATE,"Scientists and physicists have worked on other vaccines successfully, why not the HIV vaccine?",
train,ID_TR_Eng_Uga_535FD8D2,REMOVED_DUPLICATE,Who is the best person to help me in case I contract HIV and I really value confidentiality?,
train,ID_TR_Eng_Uga_EF303FD0,REMOVED_DUPLICATE,Can someone spread HIV to their partner without releasing the reproductive fluids?,
